id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4
MULTI_GPT_1168,maquetear,Rehuir una actividad que requiere esfuerzo.,"Usted como padre o acudiente esté seguro de que sí estudien, lean y consulten para que cumplan con los talleres de refuerzo. No sea que se les vaya la vida maqueteando",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/maquetear/literal_maquetear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/maquetear/figurative_maquetear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cosquilleo/figurative_cosquilleo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/maquetear/mixed_maquetear.png
MULTI_GPT_1169,marcar,Besar a alguien en la boca.,"El acto de besar es referido como marcar, marcarse y más recientemente por los jóvenes como rumbear.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marcar/figurative_marcar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/botar_1/mixed_botar_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marcar/mixed_marcar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marcar/literal_marcar.png
MULTI_GPT_1170,marear,Arrepentirse de hacer un negocio o de cumplir un compromiso.,"Había prometido comprarnos la casa, pero yo creo que se mareó, dos meses y no ha llamado.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matrimonio_1/figurative_matrimonio_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marear/mixed_marear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marear/literal_marear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marear/figurative_marear.png
MULTI_GPT_1171,marear,Perder la compostura y el habitual proceder a causa de una situación novedosa y sorpresiva.,"El 'Coyote', como lo llamaron en algunas transmisiones de radio por su velocidad, no se 'marea' por todos los elogios.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marear_1/mixed_marear_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/brotar/mixed_brotar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marear_1/figurative_marear_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marear_1/literal_marear_1.png
MULTI_GPT_1172,marear,"Referido especialmente a una tela, desvanecerse el color por el lavado.",¿Cuándo es la hora de darle otra manito a las paredes? Cuando la pintura se comienza a marear y se detectan manchas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marear_2/literal_marear_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/tapar_2/literal_tapar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marear_2/figurative_marear_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marear_2/mixed_marear_2.png
MULTI_GPT_1173,mariposear,Deambular de un lado a otro.,"Si nos dedicamos a mariposear como los demás sin reflexionar, a vivir la relación sin pensar, tiene menos utilidad social nuestra presencia.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/burra/literal_burra.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mariposear/figurative_mariposear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mariposear/mixed_mariposear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mariposear/literal_mariposear.png
MULTI_GPT_1174,marrana,"Instrumento musical hecho de calabazo cuyo extremo se cubre con cuero templado al que se incrusta una vara de madera que, rozándola con la mano, produce un sonido similar al gruñido de un cerdo.",La marrana o zambumbia es un instrumento de fricción que produce un sonido grave de gran volumen.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/miguelito/literal_miguelito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marrana/mixed_marrana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marrana/figurative_marrana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marrana/literal_marrana.png
MULTI_GPT_1175,marranita,"Fritura hecha con masa de plátano verde, rellena de chicharrón.","Soy de pandebono y atollao. Y aunque últimamente trato de evitar los fritos, ¡uy! una marranita me sienta divinamente.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marranita/figurative_marranita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marranita/mixed_marranita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marranita/literal_marranita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/cheque/figurative_cheque.png
MULTI_GPT_1176,marrano,"Referido a una persona, que es ingenua y fácil de engañar o que no se opone a las exigencias de alguien.","Se tragó las ganas de gritarle lo descarado que le parecía. La marrana se les acabará el día que se muera Emelina, dijo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marrano/figurative_marrano.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marrano/mixed_marrano.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/marrano/literal_marrano.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/enyesar/mixed_enyesar.png
MULTI_GPT_1177,mataburros,Accesorio de metal que llevan algunos vehículos en la parte delantera para protegerlos de los golpes.,Quiero que ustedes me digan qué normas existen respecto al uso permitido o no del mataburros en los camperos y similares.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mataburros/mixed_mataburros.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mataburros/literal_mataburros.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/angelito/figurative_angelito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mataburros/figurative_mataburros.png
MULTI_GPT_1178,matado,fascinado o encantado con algo,está matada con su nuevo computador,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matado/literal_matado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matado/mixed_matado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/aventado/literal_aventado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matado/figurative_matado.png
MULTI_GPT_1179,matafrío,Exprimidor de forma generalmente tubular y tejido de diversas fibras vegetales que sirve para extraer mediante su torción el líquido tóxico de la yuca brava.,El matafrío es como una tela de corteza que se enrolla en forma de boa.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/galludo/mixed_galludo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matafr%C3%ADo/mixed_matafr%C3%ADo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matafr%C3%ADo/literal_matafr%C3%ADo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matafr%C3%ADo/figurative_matafr%C3%ADo.png
MULTI_GPT_1180,matapasiones,"Referido a la ropa interior, que es ancha y grande, poco sensual.","Y para las que se resisten a usar estos interiores por considerarlos matapasiones, hay diseños sin elásticos que no tallan en piernas y cintura.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matapasiones/literal_matapasiones.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/bala_1/figurative_bala_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matapasiones/figurative_matapasiones.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matapasiones/mixed_matapasiones.png
MULTI_GPT_1181,mate,Recipiente de uso doméstico hecho del fruto del totumo para guardar diferentes alimentos o cargar líquidos.,Verter el manjar blanco preferiblemente en mates de totumo u otro recipiente.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mate/figurative_mate.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/enroscado/figurative_enroscado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mate/mixed_mate.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mate/literal_mate.png
MULTI_GPT_1182,material,"Referido a una construcción, elaborada con ladrillos.",Trabajaba haciendo su labor diaria con la arena para la construcción de las casas de material que representaba el progreso para nuestro pueblo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/material/literal_material.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/material/figurative_material.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/material/mixed_material.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/hueco_1/mixed_hueco_1.png
MULTI_GPT_1183,matonear,"Imponer la voluntad a través de la amenaza, la intimidación o la burla.","No es suficiente con prepararse para no dejarse matonear en redes sociales, también es indispensable que se eduquen para no ser victimarios.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/joder/literal_joder.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matonear/mixed_matonear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matonear/literal_matonear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matonear/figurative_matonear.png
MULTI_GPT_1184,matoneo,Intimidación constante y deliberada que se ejerce sobre una persona.,"Existen diversas manifestaciones de matoneo en los colegios, está la de exigir dinero a cambio de no golpear al compañero, o dar a conocer algo que le puede causar problemas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matoneo/literal_matoneo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mataburros/figurative_mataburros.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matoneo/mixed_matoneo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matoneo/figurative_matoneo.png
MULTI_GPT_1185,matrimonio,"Conjunto de dos pastillas, una antigripal y un antibiótico, recomendados para el tratamiento de la gripa.",Los llamados ‘matrimonios’ son aconsejados por los farmaceutas en cantidades menores y por días.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/carrera/literal_carrera.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matrimonio/mixed_matrimonio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matrimonio/literal_matrimonio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matrimonio/figurative_matrimonio.png
MULTI_GPT_1186,matrimonio,"Postre con cuajada, arequipe y dulce de mora.","Usted disfrutará de auténticas cocadas, marquesas de guanábana, panelitas y el matrimonio.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matrimonio_1/literal_matrimonio_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/culebrero/mixed_culebrero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matrimonio_1/mixed_matrimonio_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/matrimonio_1/figurative_matrimonio_1.png
MULTI_GPT_1187,maña,Adquirir las malas costumbres de otras personas.,"De tanto andar con ella, ya se le prendió la maña de llegar tarde a todas las reuniones",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ma%C3%B1a/figurative_ma%C3%B1a.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ma%C3%B1a/mixed_ma%C3%B1a.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/ma%C3%B1a/literal_ma%C3%B1a.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/pisar/literal_pisar.png
MULTI_GPT_1188,mecedor,Espátula de madera usada para mezclar alimentos y despegarlos de una olla.,"Se le agrega el maíz y se deja hervir una hora, rebullendo y agitando con un mecedor hasta que parezca una mazamorra.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecedor/literal_mecedor.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecedor/mixed_mecedor.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecedor/figurative_mecedor.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/madremonte/figurative_madremonte.png
MULTI_GPT_1189,mecha,"cabello, especialmente cuando está desordenado","arréglese las mechas, muchacha",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha/literal_mecha.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/quinientas/literal_quinientas.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha/figurative_mecha.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha/mixed_mecha.png
MULTI_GPT_1190,mecha,Cabello desordenado.,"Me imagino que en ese momento yo estaba pálida como él, no tenía barbas pero mis mechas debían escaparse desgreñadas por debajo de la gorra como las tenía él.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/zona_rosa/mixed_zona_rosa.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_1/literal_mecha_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_1/mixed_mecha_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_1/figurative_mecha_1.png
MULTI_GPT_1191,mecha,Vestimenta de una persona.,Póngase cualquier mecha y unos zapatos para caminar y vámonos que se nos hizo tarde.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_2/literal_mecha_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_2/figurative_mecha_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/chocante/mixed_chocante.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_2/mixed_mecha_2.png
MULTI_GPT_1192,mecha,utensilio de aseo para limpiar el piso que consta de un palo y tiras de de lana o tela en su parte inferior,pasa la mecha que está sucia la cocina,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/chilena/figurative_chilena.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_3/figurative_mecha_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_3/mixed_mecha_3.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_3/literal_mecha_3.png
MULTI_GPT_1193,mecha,"En el tejo, triángulo pequeño relleno de pólvora sobre el bocín, que estalla al ser golpeado por el jugador de tejo.","Pasó por el café Berlín repleto de paramunos amontonados en las mesas bogando cerveza y hablando de sus desventuras y sus dichas, escuchó reventar mechas en las canchas de tejo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/chispero/figurative_chispero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_4/figurative_mecha_4.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_4/literal_mecha_4.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mecha_4/mixed_mecha_4.png
MULTI_GPT_1194,mechero,Ladrón que se dedica a robar en almacenes mercancía y esconderla en los bolsos o entre la ropa.,bajo la modalidad de ‘Mechero’ los delincuentes prefieren utilizar métodos de distracción para robar.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/blanqueado_1/literal_blanqueado_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mechero/figurative_mechero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mechero/literal_mechero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsMultiImage/mechero/mixed_mechero.png
