id_modismo,modismo,significado,ejemplo,img_1,img_2,img_3,img_4,
MULTI_GEMINI_0849,escamoso,"Dicho de una persona, que fanfarronea o que presume.",El remitente de las carticas sutiles no podía ser otro que el tipo escamoso que ahora la saludaba.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pollo/literal_pollo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escamoso/figurative_escamoso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escamoso/literal_escamoso.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escamoso/mixed_escamoso.png,
MULTI_GEMINI_0850,escampadero,Lugar o empleo provisional que se toma mientras se espera otro.,"Después de su renuncia, la ministra terminó disfrutando del escampadero que el sector privado brinda a los exfuncionarios.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/peste/mixed_peste.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escampadero/figurative_escampadero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escampadero/literal_escampadero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escampadero/mixed_escampadero.png,
MULTI_GEMINI_0851,escapito,casi,escapito me caigo,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escapito/literal_escapito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escapito/mixed_escapito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escapito/figurative_escapito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/gomoso/mixed_gomoso.png,
MULTI_GEMINI_0852,escobita,Persona cuyo trabajo consiste en barrer las calles de la ciudad.,"Encontramos vías aseadas, empañadas solo por uno que otro vaso desechable y hojas de los árboles, aunque estos elementos son barridos por los escobitas de la ciudad.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escobita/figurative_escobita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/mamar/mixed_mamar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escobita/literal_escobita.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escobita/mixed_escobita.png,
MULTI_GEMINI_0853,escuadra,Señal de tránsito que obliga a los conductores a detenerse y ceder el paso.,"El mototaxista accidentado, al parecer no hizo la escuadra cuando salía de la calle y eso lo mató.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escuadra/literal_escuadra.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/plomo/mixed_plomo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escuadra/figurative_escuadra.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/escuadra/mixed_escuadra.png,
MULTI_GEMINI_0854,espalda,Traer buena o mala fortuna a alguien o en algo.,"Eso decían, que tenía buena espalda; lo que yo digo es que siempre jugó en equipos con grandes peloteros y que por eso era que ganaban.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/f%C3%B3rmula_1/figurative_f%C3%B3rmula_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espalda/mixed_espalda.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espalda/figurative_espalda.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espalda/literal_espalda.png,
MULTI_GEMINI_0855,espantabobos,Lluvia sutil y constante que pasa rápidamente.,"Una fina llovizna, de esas que el bogotano llama ""espantabobos"", cae sobre las 283 hectáreas del Parque Nacional, declarado Monumento Nacional.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/guan%C3%A1bana/mixed_guan%C3%A1bana.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espantabobos/mixed_espantabobos.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espantabobos/literal_espantabobos.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espantabobos/figurative_espantabobos.png,
MULTI_GEMINI_0856,espantado,Persona que padece malestares por la presencia de espíritus o por mirar a uno de ellos.,"El niño anda espantado, no sé si le hicieron un mal de ojos.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espantado/literal_espantado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espantado/figurative_espantado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/miguelito/figurative_miguelito.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/espantado/mixed_espantado.png,
MULTI_GEMINI_0857,esperar,Indica el estado de una mujer embarazada.,La revista aseguró que la cantante está esperando y que tiene dos meses de embarazo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/esperar/mixed_esperar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/esperar/literal_esperar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/desorejado/mixed_desorejado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/esperar/figurative_esperar.png,
MULTI_GEMINI_0858,esquimal,Prenda de vestir de bebé que consta de una sola pieza y que se usa generalmente para abrigarlo.,"Esquimal americano para bebé es térmico, con manoplas y piecitos incluidos para el frío.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/esquimal/literal_esquimal.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/esquimal/figurative_esquimal.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/esquimal/mixed_esquimal.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/entecado/figurative_entecado.png,
MULTI_GEMINI_0859,estar contando el cuento,Sobrevivir una persona a una situación peligrosa o riesgosa.,Fue algo terrible que no se puede definir y le da gracias a Dios que “pueda estar contando el cuento”.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estar_contando_el_cuento/mixed_estar_contando_el_cuento.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estar_contando_el_cuento/literal_estar_contando_el_cuento.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/culebra_1/literal_culebra_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estar_contando_el_cuento/figurative_estar_contando_el_cuento.png,
MULTI_GEMINI_0860,estar en el cuento,"Estar dedicado a un proyecto, actividad o asunto.","Leo recuerda que en la ciénaga hay unos mangles y yo estoy en el cuento de los paseos a los turistas, vamos.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estar_en_el_cuento/literal_estar_en_el_cuento.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estar_en_el_cuento/mixed_estar_en_el_cuento.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estar_en_el_cuento/figurative_estar_en_el_cuento.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/coronar/literal_coronar.png,
MULTI_GEMINI_0861,estatua,"Juego infantil en el que un participante inmoviliza a todos al grito de estatua hasta que él mismo, al tocarlos, les devuelve el movimiento.","Cuando teníamos 15 todavía jugabamos a las escondidas, tin tin corre corre y estatua.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estatua/figurative_estatua.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/caer_1/literal_caer_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estatua/literal_estatua.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estatua/mixed_estatua.png,
MULTI_GEMINI_0862,estudiado,"Referido a una persona, culta e instruída sobre diversos temas.","Mamá era sabia a su modo, aunque no era estudiada, como se dice. Me enseñó las letras, las tablas de multiplicar, unas bellas canciones.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/chupar_2/mixed_chupar_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estudiado/figurative_estudiado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estudiado/mixed_estudiado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estudiado/literal_estudiado.png,
MULTI_GEMINI_0863,exhibir,Usar palabras desobligantes para dirigirse a alguien con el objetivo de ridiculizarlo o hacerle sentir humillado.,"Fui a su oficina a pedirle hojas de papel pero me exhibió, dijo que yo nunca le hacía favores y por eso no me las regalaba.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/estudiado/literal_estudiado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/exhibir/figurative_exhibir.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/exhibir/literal_exhibir.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/exhibir/mixed_exhibir.png,
MULTI_GEMINI_0864,fachada,Negocio o actividad que sirve para cubrir u ocultar una acción ilegal.,Cinco empresarios de renombre fueron descubiertos evadiendo impuestos mediante la venta ficticia de pasajes utilizando como fachada su empresa de viajes.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fachada/mixed_fachada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fachada/figurative_fachada.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/cadena/literal_cadena.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fachada/literal_fachada.png,
MULTI_GEMINI_0865,fama,Establecimiento en el que se vende carne.,Mi abuela solía comprar la carne en la única fama que había en el pueblo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fama/figurative_fama.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/pilar/figurative_pilar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fama/literal_fama.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fama/mixed_fama.png,
MULTI_GEMINI_0866,farolear,Presumir de algo que no se posee.,"Y no es por farolear, pero pronto fuí distinguido por mi buena mano en la alta peluquería.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/zanahorio/literal_zanahorio.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/farolear/figurative_farolear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/farolear/literal_farolear.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/farolear/mixed_farolear.png,
MULTI_GEMINI_0867,feriar,Vender o negociar algo a muy bajo precio.,"Tras haber ganado el campeonato, el presidente del equipo sentenció: ""No vamos a feriar a nuestros jugadores, no tenemos afán"".",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/feriar/literal_feriar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/chocante/literal_chocante.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/feriar/figurative_feriar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/feriar/mixed_feriar.png,
MULTI_GEMINI_0868,fichar,Mirar a alguien con insistencia.,Desde que entraste te ficharon las chicas de la mesa de atrás.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fichar/mixed_fichar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fichar/literal_fichar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/chupar/figurative_chupar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fichar/figurative_fichar.png,
MULTI_GEMINI_0869,fiebre,Ansiedad y alegría que se muestra al realizar una actividad por la que se siente mucho gusto o interés.,¡Qué fiebre la tuya por ese equipo de fútbol!,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/comedero/mixed_comedero.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fiebre/literal_fiebre.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fiebre/mixed_fiebre.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fiebre/figurative_fiebre.png,
MULTI_GEMINI_0870,figurar,Tener que realizar una tarea imprevista o desagradable de forma obligada.,"Como eres el mayor y tus padres no van a estar, te figuró cuidar a tus hermanos esta noche.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/opcionado/figurative_opcionado.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/figurar/figurative_figurar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/figurar/mixed_figurar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/figurar/literal_figurar.png,
MULTI_GEMINI_0871,fija,Con seguridad total y sin temor a equivocarse.,Si quieres ir a la fija con la cena es mejor que hagas una reservación en el restaurante.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fija/literal_fija.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fija/mixed_fija.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/dulceabrigo/figurative_dulceabrigo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/fija/figurative_fija.png,
MULTI_GEMINI_0872,filo,hambre,tener filo,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/recorrido/mixed_recorrido.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/filo/figurative_filo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/filo/mixed_filo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/filo/literal_filo.png,
MULTI_GEMINI_0873,filudo,"Referido a un objeto, de filo muy cortante.",Una de las incomodidades más frecuentes que padecen las mujeres que usan medias veladas es que se les rompan con cualquier objeto medianamente filudo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/filudo/mixed_filudo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/filudo/literal_filudo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/filudo/figurative_filudo.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/peludo_1/literal_peludo_1.png,
MULTI_GEMINI_0874,flauta,"Tipo de galleta hojaldrada, de forma alargada con orificios simulando al instrumento musical, rellena de bocadillo o arequipe.",Pasta lista para empanadas y flautas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/flauta/figurative_flauta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/flauta/literal_flauta.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/relajo_1/literal_relajo_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/flauta/mixed_flauta.png,
MULTI_GEMINI_0875,flauta,"Tipo de exhibidor que consta de un un tubo cromado,con uno o varios pomos pequeños para colgar diferentes prendas de vestir que van en un soporte o directamente asegurados a la pared.","Flautas para exhibir ropa sean jeans o camisetas, son fáciles de instalar y ahorra espacio.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/embocarse/mixed_embocarse.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/flauta_1/mixed_flauta_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/flauta_1/literal_flauta_1.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/flauta_1/figurative_flauta_1.png,
MULTI_GEMINI_0876,flauta,"En los hornos o chimeneas a gas, tipo de quemador que consiste en un tubo con perforaciones que permite salir el gas regulado por una válvula.","Chimeneas para instalar en hogares o nichos con ducto de evacuación de gases, son de llama amarilla, con quemador o flauta lineal o doble flauta o flauta curva.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/flauta_2/mixed_flauta_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/brotar/literal_brotar.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/flauta_2/literal_flauta_2.png,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GEMINI/flauta_2/figurative_flauta_2.png,
